JAVA高级软件工程师-长春,北京吉大正元信息技术股份有限公司,民营公司,500-1000人,计算机软件,0.8-1.5万/月,长春-高新技术产业开发区,无工作经验,大专,招2人,03-24发布,,,五险一金;交通补贴;餐饮补贴;年终奖金;绩效奖金;定期体检,
Java中级开发工程师,天津卓修生物科技有限公司,民营公司,少于50人,制药/生物工程,0.7-1万/月,天津-河西区,无工作经验,,招1人,03-24发布,,,五险一金;餐饮补贴;通讯补贴;绩效奖金,
Java中级开发工程师,薪宝信息科技（广州）有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),1.3-2万/月,广州-天河区,3-4年经验,大专,招2人,03-24发布,,,五险一金;年终奖金;定期体检;带薪年假;做五休二;全勤奖;绩效奖金;节日福利;专业培训,
Java后台开发工程师,深圳前海招文天下金融服务有限公司,民营公司,500-1000人,计算机软件,1.1-1.3万/月,深圳-南山区,3-4年经验,本科,招3人,03-24发布,,计算机科学与技术,五险一金;加班补贴;年底双薪,
Java开发工程师,上海炽聚网络科技有限公司,民营公司,50-150人,计算机软件,1.2-1.8万/月,上海-徐汇区,3-4年经验,本科,招3人,03-24发布,,,五险一金,
Java开发工程师,成都微鑫通时代科技有限公司,民营公司,50-150人,计算机软件,6-8千/月,成都-高新区,1年经验,大专,招3人,03-24发布,,,五险一金;专业培训;定期体检;弹性工作;绩效奖金;年终奖金;交通补贴;水果零食,
Java中级开发工程师,上海埃林哲软件系统股份有限公司,上市公司,150-500人,计算机软件,0.8-1.5万/月,武汉,3-4年经验,大专,招2人,03-24发布,,,五险一金;员工旅游;股票期权;年终奖金;绩效奖金;定期体检;通讯补贴,
Java开发工程师,平湖波汇通信科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,1.8-2.5万/月,上海-浦东新区,3-4年经验,本科,招1人,03-24发布,,,带薪年假;交通补贴;定期体检;补充医疗保险;员工旅游;年终奖金;专业培训;13薪;试用期全额;上市企业,
Java开发工程师,深圳引力波孵化投资有限公司,民营公司,少于50人,金融/投资/证券,1-1.5万/月,深圳-龙华新区,3-4年经验,大专,招若干人,03-24发布,,计算机科学与技术,,
Java开发工程师（游戏）,上海实牛信息技术服务有限公司,合资,50-150人,网络游戏,1.5-2万/月,上海-浦东新区,3-4年经验,大专,招1人,03-24发布,,,五险一金;餐饮补贴;绩效奖金;年终奖金;弹性工作;员工旅游;出国机会;带薪年假;带薪病假;周末双休,
